id,date,time,event_hour,latitude,longitude,category,subcategory,GEOID
96158428160,2020-09-09,08:20:00,8,37.80759048461914,-122.42074584960938,Malicious Mischief,Vandalism,060750102021
95994264070,2020-09-09,08:40:00,8,37.792850494384766,-122.40276336669922,Suspicious Occ,Suspicious Occ,060750117002
95990307021,2020-09-09,08:54:00,8,37.7322883605957,-122.38960266113281,Motor Vehicle Theft,Motor Vehicle Theft,060750232003
95991304011,2020-09-09,09:07:00,9,37.77516174316406,-122.40363311767578,Assault,Aggravated Assault,060750180004
95991304021,2020-09-09,09:07:00,9,37.77516174316406,-122.40363311767578,Assault,Aggravated Assault,060750180004
95991312100,2020-09-09,09:07:00,9,37.77516174316406,-122.40363311767578,Weapons Carrying Etc,Weapons Offense,060750180004
95992219057,2020-09-09,09:35:00,9,37.78300476074219,-122.41241455078125,Disorderly Conduct,Intimidation,060750125024
95992903024,2020-09-09,09:38:00,9,37.78280258178711,-122.4676284790039,Robbery,Robbery - Commercial,060750402003
95993406240,2020-09-09,09:38:00,9,37.79690170288086,-122.40682983398438,Larceny Theft,Larceny - From Vehicle,060750611021
95993507041,2020-09-09,09:51:00,9,37.72560501098633,-122.39279174804688,Recovered Vehicle,Recovered Vehicle,060750234001
95993161030,2020-09-09,09:54:00,9,37.72278594970703,-122.43083190917969,Other,Other,060750260012
95995528160,2020-09-09,10:00:00,10,37.730709075927734,-122.44429779052734,Malicious Mischief,Vandalism,060750311002
96056805071,2020-09-09,10:00:00,10,37.76572799682617,-122.43547058105469,Burglary,Burglary - Other,060750169001
96127306363,2020-09-09,10:00:00,10,37.770896911621094,-122.41499328613281,Larceny Theft,Larceny Theft - Shoplifting,060750177002
96041906374,2020-09-09,10:20:00,10,37.775787353515625,-122.39335632324219,Larceny Theft,Larceny Theft - Other,060750607032
96175407041,2020-09-09,10:23:00,10,37.7650146484375,-122.3987045288086,Recovered Vehicle,Recovered Vehicle,060750607021
95997506371,2020-09-09,10:27:00,10,37.72200012207031,-122.43360900878906,Larceny Theft,Larceny Theft - Other,060750260014
95991707021,2020-09-09,10:29:00,10,37.771480560302734,-122.43537139892578,Motor Vehicle Theft,Motor Vehicle Theft,060750167001
95994107041,2020-09-09,10:38:00,10,37.72560501098633,-122.39279174804688,Recovered Vehicle,Recovered Vehicle,060750234001
96070006244,2020-09-09,10:40:00,10,37.786197662353516,-122.42485809326172,Larceny Theft,Larceny - From Vehicle,060750151001
96041006244,2020-09-09,11:00:00,11,37.80727767944336,-122.41561889648438,Larceny Theft,Larceny - From Vehicle,060750101011
95994464085,2020-09-09,11:03:00,11,37.78330993652344,-122.41752624511719,Other Miscellaneous,Other,060750124031
96004071000,2020-09-09,11:30:00,11,37.769813537597656,-122.41775512695312,Lost Property,Lost Property,060750177002
96042406244,2020-09-09,11:30:00,11,37.80727767944336,-122.41561889648438,Larceny Theft,Larceny - From Vehicle,060750101011
96001406244,2020-09-09,11:45:00,11,37.798763275146484,-122.4223403930664,Larceny Theft,Larceny - From Vehicle,060750109022
95996527175,2020-09-09,11:54:00,11,37.71314239501953,-122.43370819091797,Other Miscellaneous,Other,060750263021
95994507021,2020-09-09,12:00:00,12,37.78185272216797,-122.45214080810547,Motor Vehicle Theft,Motor Vehicle Theft,060750157011
95998227170,2020-09-09,12:00:00,12,37.783138275146484,-122.44452667236328,Other Miscellaneous,Other,060750154011
95998227171,2020-09-09,12:00:00,12,37.783138275146484,-122.44452667236328,Other Miscellaneous,Intimidation,060750154011
95998262020,2020-09-09,12:00:00,12,37.783138275146484,-122.44452667236328,Warrant,Warrant,060750154011
96013807025,2020-09-09,12:00:00,12,37.72747039794922,-122.44530487060547,Motor Vehicle Theft,Motor Vehicle Theft,060750311003
96222507052,2020-09-09,12:00:00,12,37.772220611572266,-122.41835021972656,Embezzlement,Embezzlement,060750177002
97113709029,2020-09-09,12:00:00,12,37.748172760009766,-122.4867935180664,Fraud,Fraud,060750329012
97113709340,2020-09-09,12:00:00,12,37.748172760009766,-122.4867935180664,Fraud,Fraud,060750329012
97121206303,2020-09-09,12:00:00,12,37.75423049926758,-122.41204833984375,Larceny Theft,Larceny Theft - From Building,060750228031
96070206244,2020-09-09,12:07:00,12,37.78495407104492,-122.42798614501953,Larceny Theft,Larceny - From Vehicle,060750159001
95995107043,2020-09-09,12:11:00,12,37.72917556762695,-122.46356201171875,Recovered Vehicle,Recovered Vehicle,060750309002
95999872000,2020-09-09,12:15:00,12,37.760189056396484,-122.41997528076172,Non-Criminal,Non-Criminal,060750208022
95996226030,2020-09-09,12:20:00,12,37.79210662841797,-122.40093231201172,Arson,Arson,060750117002
95996228160,2020-09-09,12:20:00,12,37.79210662841797,-122.40093231201172,Malicious Mischief,Vandalism,060750117002
95997304134,2020-09-09,12:30:00,12,37.795875549316406,-122.40048217773438,Assault,Simple Assault,060750105003
96018761030,2020-09-09,12:30:00,12,37.78053665161133,-122.40815734863281,Other,Other,060750176023
96119509024,2020-09-09,12:30:00,12,37.75495147705078,-122.5023193359375,Fraud,Fraud,060750352015
96000875000,2020-09-09,12:33:00,12,37.77295684814453,-122.42375946044922,Missing Person,Missing Person,060750168021
95996404134,2020-09-09,12:35:00,12,37.79765319824219,-122.40086364746094,Assault,Simple Assault,060750611012
96006664070,2020-09-09,12:35:00,12,37.7996826171875,-122.40006256103516,Suspicious Occ,Suspicious Occ,060750105001
96002951040,2020-09-09,12:51:00,12,37.749717712402344,-122.40689849853516,Non-Criminal,Non-Criminal,060750229033
95995707043,2020-09-09,12:54:00,12,37.80083465576172,-122.42106628417969,Recovered Vehicle,Recovered Vehicle,060750102011
95999506243,2020-09-09,13:00:00,13,37.806758880615234,-122.41213989257812,Larceny Theft,Larceny - From Vehicle,060750101011
96069828150,2020-09-09,13:00:00,13,37.78061294555664,-122.4237289428711,Malicious Mischief,Vandalism,060750160001
96098907100,2020-09-09,13:00:00,13,37.77924346923828,-122.44205474853516,Vandalism,Vandalism,060750157021
96341806372,2020-09-09,13:00:00,13,37.77940368652344,-122.4997329711914,Larceny Theft,Larceny Theft - Other,060750479022
95999904134,2020-09-09,13:15:00,13,37.74888229370117,-122.41264343261719,Assault,Simple Assault,060750229012
95999968020,2020-09-09,13:15:00,13,37.74888229370117,-122.41264343261719,Miscellaneous Investigation,Miscellaneous Investigation,060750229012
96000627195,2020-09-09,13:17:00,13,37.77654266357422,-122.4175033569336,Other Miscellaneous,Trespass,060750176033
